Name,IMDB Rating,Duration,Year,Age,Genres
Hasee Toh Phasee,6.9,134 min,2014,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Young Adult,6.3,93 min,2011,18+,"Comedy: Drama, Drama: Comedy"
Get Hard,6,100 min,2015,18+,"Comedy: Crime, Comedy: Mature"
Luv Ka The End,4.8,106 min,2011,NR,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Dostana,6.5,142 min,2008,13+,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Hum Tum,7.1,142 min,2004,7+,"Bollywood: Comedy, Bollywood: Drama, Bollywood: Romance, Comedy: Drama, Romance: Drama, World Cinema: Indian"
My Dad Thinks He’s Funny,7.4,62 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
Fukrey,6.9,135 min,2013,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Richie Rich (1994),,94 min,1994,7+,"Comedy: Family, Family: Comedy"
Daawat-e-Ishq,6.2,118 min,2014,7+,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian"
Phas Gaye Re Obama,7.5,115 min,2010,18+,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian"
Neal n Nikki,3.3,101 min,2005,13+,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Ace Ventura: Pet Detective,6.9,85 min,1994,13+,"Comedy, Comedy: Slapstick"
Breakfast at Tiffany’s,7.7,114 min,1961,NR,"Comedy, Romance"
Bangistan,4.6,132 min,2015,13+,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, World Cinema: Indian"
Krishnagadi Veera Prema Gaadha,7.7,145 min,2016,13+,"Comedy: Romance, Drama: Comedy, World Cinema: Indian"
Magic Mike XXL,5.7,115 min,2015,18+,"Comedy: Drama, Comedy: Mature, Music/Musical: Ballet/Dance"
Krazzy 4,4.1,109 min,2008,13+,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Old School,7.2,90 min,2003,18+,"Comedy, Comedy: Mature"
Pyaar Impossible,4.7,140 min,2010,7+,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian"
Police Academy,6.7,96 min,1984,18+,Comedy: Crime
Mere Brother Ki Dulhan,5.9,139 min,2011,13+,"Bollywood: Comedy, Bollywood: Romance, Comedy: Drama, Comedy: Romance, Romance: Drama, World Cinema: Indian"
Mere Dad Ki Maruti,6.5,101 min,2013,NR,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Valentine’s Day (2010),5.7,124 min,2010,13+,Comedy: Romance
Dumb and Dumber,7.3,106 min,1994,13+,"Comedy, Comedy: Slapstick"
Aaha Kalyanam,6.2,141 min,2014,13+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Ace Ventura: When Nature Calls,6.3,93 min,1995,13+,"Comedy, Comedy: Slapstick"
Miss Congeniality,6.2,110 min,2000,13+,"Comedy: Action/Adventure, Comedy: Crime, Comedy: Romance"
Ajab Gazabb Love,4.1,114 min,2012,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, World Cinema: Indian"
How to Lose A Guy In 10 Days,6.4,115 min,2003,18+,"Comedy, Comedy: Romance"
Jaane Bhi Do Yaaron,7.2,137 min,1983,All Ages,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian"
Just Like Heaven,6.7,94 min,2005,13+,"Comedy, Comedy: Sci-Fi/Fantasy, Romance"
The Longest Week,5.4,86 min,2014,18+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Bunty Aur Babli,6.2,170 min,2005,13+,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Michael Madhana Kamarajan,8.5,160 min,1990,All Ages,"Comedy: Drama, World Cinema: Indian"
Raghu Romeo,7.1,99 min,2003,18+,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, World Cinema: Indian"
Ghosts of Girlfriends Past,5.8,100 min,2009,13+,Comedy: Romance
The Naked Gun 33 1/3: The Final Insult,6.4,82 min,1994,13+,"Comedy: Crime, Comedy: Slapstick"
The Naked Gun 2 1/2: The Smell of Fear,,85 min,1991,13+,"Comedy: Crime, Comedy: Slapstick"
Miss Congeniality 2: Armed and Fabulous,5,115 min,2005,13+,"Comedy: Action/Adventure, Comedy: Crime"
The Tuxedo,5.3,98 min,2002,18+,"Action/Adventure: Comedy, Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure"
Ready,4.7,144 min,2011,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Must Love Dogs,5.9,97 min,2005,13+,Comedy: Romance
Alive At 40,,50 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
The Whole Nine Yards,6.7,98 min,2000,18+,Comedy: Crime
You’ve Got Mail,6.6,119 min,1998,7+,Comedy: Romance
Pilla Zamindar,7.7,147 min,2014,All Ages,"Comedy: Drama, World Cinema: Indian"
Chashme Buddoor,8,134 min,1981,All Ages,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, World Cinema: Indian"
Cop Out,5.6,107 min,2010,18+,"Comedy: Action/Adventure, Comedy: Crime"
Dil Bole Hadippa,4.6,146 min,2009,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian"
Khatta Meetha,7.5,128 min,1981,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Little Fockers,5.5,97 min,2010,18+,Comedy: Drama
National Lampoon’s Vacation,7.4,98 min,1983,18+,Comedy: Action/Adventure
Geetanjali,6.6,144 min,2014,18+,"Comedy: Drama, Horror: Comedy, World Cinema: Indian"
The Guilt Trip,5.8,95 min,2012,13+,Comedy: Drama
Tropic Thunder,7,106 min,2008,18+,"Action/Adventure: Comedy, Comedy: Action/Adventure"
Music and Lyrics,6.5,104 min,2007,13+,"Comedy: Drama, Comedy: Romance, Romance: Drama"
Padosan,8.1,149 min,1968,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Addicted to Love (1997),6.1,100 min,1997,18+,Comedy: Romance
Kelor Kirti,5.1,153 min,2016,All Ages,"Comedy, Comedy: Romance, World Cinema: Indian"
Bombay To Bangkok,4.8,120 min,2008,13+,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Meet the Fockers,6.3,115 min,2004,18+,Comedy
Arya 2,7.2,162 min,2009,13+,"Comedy, Drama, Romance, World Cinema: Indian"
Addams Family Values,6.6,94 min,1993,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Kaydyacha Bola,7,133 min,2005,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Obhishopto Nighty,5.5,111 min,2014,18+,"Comedy: Mature, Drama: Mature, Thriller, World Cinema: Indian"
Dikkulu Choodakku Ramayya,,144 min,2014,13+,"Comedy: Romance, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Analyze This,6.7,103 min,1999,18+,"Comedy, Comedy: Crime"
Jackie Chan’s First Strike,6.6,83 min,1997,13+,"Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure"
The Addams Family,6.8,99 min,1991,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Grease,7.2,110 min,1978,18+,"Comedy, Music/Musical: Musical, Music/Musical: Music – Rock/Pop, Romance"
Something’s Gotta Give (2003),6.7,128 min,2004,13+,Comedy: Romance
Haapus,7.5,132 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Meet the Parents,7,107 min,2000,13+,"Comedy: Drama, Drama: Comedy"
Rumble In The Bronx,6.7,89 min,1996,18+,"Action/Adventure: Martial Arts, Comedy: Action/Adventure"
Ra Ra Krishnayya,5.5,137 min,2013,13+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Paying Guests,4.1,112 min,2009,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Keanu,6.3,99 min,2016,18+,Comedy: Action/Adventure
Goynar Baksho,7,139 min,2013,13+,"Comedy, Comedy: Horror, World Cinema: Indian"
Clue,7.3,96 min,1985,7+,"Comedy, Comedy: Crime, Comedy: Mystery"
Hemlock Society,7.4,135 min,2012,18+,"Comedy, Comedy: Drama, World Cinema: Indian"
Paisa,6.4,137 min,2014,18+,"Comedy: Crime, Comedy: Drama, World Cinema: Indian"
Singh Is King,5.7,130 min,2008,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Daddy’s Home,6.1,96 min,2015,NR,Comedy
Half Ticket,7.5,119 min,1962,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Venky,7.2,168 min,2004,All Ages,"Comedy: Drama, Drama: Comedy, Drama: Crime, Drama: Romance, World Cinema: Indian"
Honeymoon Travels Pvt Ltd,6.1,118 min,2007,NR,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Yamala Pagla Deewana,5.7,152 min,2011,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Ramgarh Ke Sholay,4.9,124 min,1991,All Ages,"Bollywood: Comedy, Comedy: Crime, Comedy: Spoof, World Cinema: Indian"
Peechha Karro,6.7,114 min,1986,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Valu,7.3,121 min,2008,All Ages,"Comedy: Drama, World Cinema: Indian"
Thiruda Thiruda,7.2,170 min,1993,All Ages,"Comedy: Action/Adventure, World Cinema: Indian"
School of Rock,7.1,109 min,2003,13+,"Comedy: Musical, Music/Musical: Music – Rock/Pop"
Matichya Chuli,7.4,132 min,2006,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Bangali Babu English Mem,6.1,139 min,2014,All Ages,"Comedy, Romance, Romance: Drama, World Cinema: Indian"
Forget Paris,6.4,101 min,1995,13+,"Comedy: Drama, Comedy: Romance"
Tim Burton’s Corpse Bride,7.4,77 min,2005,7+,"Horror, Comedy: Romance, Drama: Romance, Drama: Mystery, Thriller"
The Informant!,6.5,108 min,2009,18+,"Comedy: Crime, Comedy: Drama, Drama: Historical"
Current Theega,5.4,129 min,2014,13+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Action Replayy,4.1,125 min,2010,All Ages,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Comedy, Drama, Drama: Bollywood, Drama: Period, Drama: Romance, Sci-Fi/Fantasy, World Cinema: Indian"
Austin Powers in Goldmember,6.2,94 min,2002,13+,"Comedy, Comedy: Crime"
Pheka Pheki,6.9,117 min,1989,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Namo Venkatesa,7.4,151 min,2010,All Ages,"Comedy: Drama, World Cinema: Indian"
Beverly Hills Cop II,6.4,102 min,1987,18+,"Comedy: Action/Adventure, Comedy: Crime"
3000 Miles to Graceland,5.9,124 min,2001,18+,"Action/Adventure, Comedy, Action/Adventure: Crime, Comedy: Crime"
Funny Face,7.1,103 min,1957,NR,"Comedy, Comedy: Musical, Comedy: Romance, Music/Musical: Musical"
Kshanbhar Vishranti,6.8,138 min,2010,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Bindaas,5.3,152 min,2014,13+,"Comedy: Drama, Drama: Comedy, Drama: Romance, World Cinema: Indian"
National Lampoon’s European Vacation,6.1,93 min,1985,13+,"Comedy: Action/Adventure, Comedy: Mature"
My Big Fat Greek Wedding,6.6,94 min,2002,7+,"Comedy: Drama, Comedy: Romance"
Ee Rojullo,5.8,129 min,2012,All Ages,"Comedy: Drama, Drama: Romance, Romance: Drama, World Cinema: Indian"
Besh Korechi Prem Korechi,5,143 min,2015,All Ages,"Comedy, Comedy: Action/Adventure, Romance, World Cinema: Indian"
Barbarella,5.9,98 min,1968,NR,"Comedy: Action/Adventure, Comedy: Sci-Fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Comedy"
Ek Aur Ek Gyarah,6.1,153 min,2003,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, World Cinema: Indian"
Dulhe Raja,6.5,143 min,1998,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
The Wedding Singer,6.8,97 min,1998,13+,"Comedy: Drama, Comedy: Romance"
Maverick,7,126 min,1994,7+,"Comedy: Action/Adventure, Western"
Agadbam,4.3,127 min,2010,All Ages,"Comedy: Drama, World Cinema: Indian"
Bombay to Goa,6.9,136 min,1972,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian"
Singaravelan,7.3,151 min,1992,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Bindas,6.8,143 min,2010,13+,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Vennela One and Half,,134 min,2012,18+,"Comedy: Romance, World Cinema: Indian"
Iraada Pakka,5.7,131 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Aha Naa Pellanta,5.9,131 min,2011,13+,"Comedy: Drama, World Cinema: Indian"
Goley Maley Pirit Koro Na,,119 min,2013,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Routine Love Story,6.3,124 min,2012,13+,"Comedy: Romance, Drama: Comedy, World Cinema: Indian"
Hari Puttar: A Comedy of Terrors,2,82 min,2008,All Ages,"Bollywood: Comedy, Comedy: Crime, Family: Comedy, World Cinema: Indian"
Wild Wild West,4.8,105 min,1999,7+,"Western, Sci-Fi/Fantasy, Action/Adventure: Crime, Sci-Fi/Fantasy, Comedy"
Next Friday,6.1,98 min,2000,18+,Comedy: Romance
Shahanpan Dega Devaa,3.9,115 min,2011,13+,"Comedy, World Cinema: Indian"
Austin Powers: The Spy Who Shagged Me,6.6,95 min,1999,13+,Comedy
Vegas Vacation,5.9,94 min,1997,7+,Comedy
Sasu Numbri Jawai Dus Numbri,5.5,137 min,2008,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Doosukeltha,6.3,161 min,2013,18+,"Comedy: Drama, Drama: Romance, World Cinema: Indian"
John Appa Rao 40 plus,4.4,154 min,2008,13+,"Comedy: Drama, World Cinema: Indian"
A Aa E Ee,6,137 min,2009,All Ages,"Comedy, Romance, World Cinema: Indian"
Saradaga Kasepu,5.4,129 min,2010,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Malligadu Marriage Bureau,,151 min,2014,13+,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Kevvu Keka,5.4,146 min,2013,13+,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Allari,6.8,129 min,2002,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Apna Sapna Money Money,5.2,133 min,2006,All Ages,"Bollywood: Comedy, Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Duplicate,5.5,164 min,1998,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Baap Re Baap Dokyala Taap,,134 min,2008,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Pandavulu Pandavulu Tummeda,5.6,152 min,2013,13+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Le Halua Le,6.2,146 min,2012,All Ages,"Comedy, Romance, World Cinema: Indian"
Good Boy Bad Boy,3.7,114 min,2007,All Ages,"Bollywood, Comedy, World Cinema: Indian"
Jamai 420,4.9,137 min,2015,18+,"Comedy, Comedy: Romance, World Cinema: Indian"
Challenge,5.8,134 min,2009,All Ages,"Comedy, Drama, Romance, World Cinema: Indian"
Sagla Karun Bhagle,,118 min,2011,13+,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Ideachi Kalpana,6.1,124 min,2010,All Ages,"Comedy: Drama, World Cinema: Indian"
Hero,2.9,152 min,2008,13+,"Comedy: Drama, Drama: Romance, World Cinema: Indian"
Awara,5.9,150 min,2012,13+,"Comedy, Romance, Romance: Action/Adventure, World Cinema: Indian"
Michael,5.7,105 min,1996,7+,"Comedy: Drama, Comedy: Sci-Fi/Fantasy, Comedy: Romance"
Kushi Kushiga,5.9,147 min,2004,All Ages,"Comedy: Romance, Drama: Comedy, World Cinema: Indian"
Paglu 2,4.8,141 min,2012,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Beverly Hills Cop III,5.5,104 min,1994,18+,"Comedy: Action/Adventure, Comedy: Crime"
It’s Only Money,6.5,83 min,1962,NR,"Comedy, Drama"
Aankhen,6.7,168 min,1993,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Action/Adventure, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Lapandav,8.3,136 min,1993,All Ages,"Comedy, World Cinema: Indian"
Thiru Thiru,,115 min,2005,NR,"Comedy: Drama, World Cinema: Indian"
All The Best,5.9,137 min,2012,13+,"Comedy: Crime, Comedy: Drama, World Cinema: Indian"
Umar Pachpan Ki Dil Bachpan Ka,3.7,149 min,1992,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Lapun Chapun,,117 min,2006,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Limited Manuski,,105 min,1995,All Ages,"Comedy: Drama, World Cinema: Indian"
Bharat Ala Parat,,122 min,2007,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Yeh Hai Mumbai Meri Jaan,4.6,130 min,1999,NR,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Fun Size,5.4,86 min,2012,13+,"Comedy, Comedy: Slapstick"
Ladi Godi,,131 min,2010,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Private Benjamin,6.1,109 min,1980,18+,Comedy
Wayne’s World 2,6.1,94 min,1993,13+,Comedy
Phande Poriya Boga Kande,6.6,166 min,2011,18+,"Comedy, Comedy: Drama, World Cinema: Indian"
Baba Lagin,,128 min,2008,13+,"Comedy, World Cinema: Indian"
Hairspray (2007),6.7,116 min,2007,7+,"Comedy: Musical, Music/Musical: Musical"
Sunayana,6,139 min,1979,All Ages,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Aapko Pehle Bhi Kahin Dekha Hai,5,138 min,2003,All Ages,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Wayne’s World,7,94 min,1992,13+,Comedy
Fred Claus,5.6,115 min,2007,NR,Comedy
Pyare Mohan,3.2,125 min,2006,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Prema Sathi Vattel Te,5.8,142 min,1987,All Ages,"Comedy: Drama, World Cinema: Indian"
Lakhon Me Ek,6.6,155 min,1971,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Sawaal Majha Premacha,,141 min,2006,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Andaz,4.4,160 min,1994,All Ages,"Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Heeralal Pannalal,3.6,127 min,1999,13+,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Abhi Toh Main Jawan Hoon,,133 min,1989,All Ages,"Bollywood, Bollywood: Comedy, Comedy, Comedy: Romance, World Cinema: Indian"
Ae Dil Hai Mushkil,5.8,155 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Shivaay,6.5,153 min,2016,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
13 Hours: The Secret Soldiers of Benghazi,7.3,144 min,2016,NR,Drama
The Conjuring 2,7.4,133 min,2016,18+,"Horror, Thriller"
The Legend of Tarzan,6.3,109 min,2016,13+,Action/Adventure
Sultan,7.2,169 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian"
Baar Baar Dekho,5.2,135 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian"
Rock On 2,5,141 min,2016,NR,"Drama: Musical, World Cinema: Indian"
Wajah Tum Ho,4.3,130 min,2016,18+,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery, World Cinema: Indian"
Batman v Superman: Dawn of Justice,6.7,151 min,2016,13+,Action/Adventure: Superheroes
Dil Dhadakne Do,6.8,171 min,2015,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Kapoor & Sons,7.8,137 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian"
Humpty Sharma Ki Dulhania,6,131 min,2014,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Mission: Impossible – Rogue Nation,7.4,131 min,2015,13+,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Thriller: Action/Adventure"
Detective Byomkesh Bakshy,7.7,138 min,2015,16+,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Crime, Thriller: Mystery, World Cinema: Indian"
Ae Dil Hai Mushkil,5.8,155 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Shivaay,6.5,153 min,2016,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Sultan,7.2,169 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian"
Baar Baar Dekho,5.2,135 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian"
Wajah Tum Ho,4.3,130 min,2016,18+,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery, World Cinema: Indian"
Dil Dhadakne Do,6.8,171 min,2015,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Kapoor & Sons,7.8,137 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian"
Humpty Sharma Ki Dulhania,6,131 min,2014,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Detective Byomkesh Bakshy,7.7,138 min,2015,16+,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Crime, Thriller: Mystery, World Cinema: Indian"
Dum Laga Ke Haisha,7.5,110 min,2015,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Fan,7.3,138 min,2016,13+,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian"
Tum Bin II,4.9,140 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
