Name,IMDB Rating,Year,Age,Genres
Samurai Flamenco,6.8,2014,16+,Anime
Haikyu!!,8.8,2014,16+,Anime
Scum’s Wish,7.5,2017,NR,Anime
Chi’s Sweet Adventure – Season 1 (Subbed),,2017,All Ages,"Anime, Children: Animated/Cartoon"
Magical Girl Lyrical NANOHA,7,2004,All Ages,Anime
Shin chan,7.8,1992,16+,"Anime, Children: Animated/Cartoon"
Doraemon,7.8,1981,7+,"Children: Animated/Cartoon, Anime"
Ninja Hattori,6.8,1981,13+,"Anime, Children: Animated/Cartoon"
Doraemon,7.8,1981,7+,"Children: Animated/Cartoon, Anime"
Ninja Hattori,6.8,1981,NR,"Anime, Children: Animated/Cartoon"
Ninja Hattori,n/a,1981,NR,"Anime, Children: Animated/Cartoon"
Black Butler,7.8,2011,16+,Anime
Black Butler,7.8,2014,16+,Anime
Haikyu!!,8.8,2016,16+,Anime
The Stinky & Dirty Show – Season 1,9,2016,All Ages,"Children: Animated/Cartoon, Children: Comedy, Animated: Children, Animated: Comedy, Children: Pre-School"
Wishenpoof – Season 1,7,2015,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Sci-Fi/Fantasy, Children: Pre-School"
ChuChu TV Nursery Rhymes and Kids Songs – Season 1,,2017,NR,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Andy’s Dinosaur Adventures – Season 1,7.7,2014,All Ages,Children: Educational
Creative Galaxy Season 1,7.1,2014,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
Tumble Leaf Season 1,8.2,2014,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
Zou – Season 1,6.7,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
Andy’s Prehistoric Adventures – Season 01,7.4,2016,All Ages,Children: Educational
Woolly & Tig – Season 01,7.6,2012,All Ages,"Children: Pre-School, Children: Educational"
Nina & The Neurons – Season 2,6.9,2008,All Ages,"Children: Educational, Children: Pre-School"
3rd & Bird – Season 1,7.4,2008,All Ages,"Animated: Children, Children: Pre-School, Children: Animated/Cartoon"
ChuChu TV Surprise Eggs Toys – Season 1,,2017,NR,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Ozie Boo – Season 1,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
ChuChu TV Nursery Rhymes and Kids Songs,n/a,2017,NR,"Animated: Children, Animated: Family, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Creative Galaxy,7.1,2017,All Ages,"Children: Animated/Cartoon, Children: Educational, Animated: Children"
Tumble Leaf,8.2,2016,All Ages,"Children: Animated/Cartoon, Animated: Children, Children: Educational, Children: Pre-School"
ChuChu TV Bedtime Stories & Funny Cartoons,,2017,NR,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Show Me Show Me,5.9,2009,All Ages,"Children: Pre-School, Children: Educational"
Zou,6.7,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
Andy’s Wild Adventures,7,2012,All Ages,"Children: Educational, Children: Pre-School"
Hey Duggee,8.5,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Woolly & Tig,7.6,2013,NR,"Children: Pre-School, Children: Educational"
Mr. Bloom’s Nursery,7.5,2011,All Ages,Children: Educational
The Numtums,,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Woolly & Tig,7.6,2014,NR,"Children: Pre-School, Children: Educational"
Nina & The Neurons,6.9,2014,NR,"Children: Educational, Children: Pre-School"
Hey Dugge: Xmas Special 2014,8.5,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Hey Duggee,8.5,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Patch Pillows,,2016,All Ages,"Animated, Animated: Children, Children, Children: Educational"
Nina & The Neurons,,2008,All Ages,"Children: Educational, Children: Pre-School"
Nina & The Neurons,6.9,2013,NR,"Children: Educational, Children: Pre-School"
Ozie Boo Winter Adventures,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
The Shiny Show,8,2002,All Ages,Children: Pre-School
Show Me Show Me,5.9,2010,All Ages,"Children: Pre-School, Children: Educational"
Penelope K By The Way,7.8,2010,All Ages,Children: Educational
Balloopo,,1908,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Vitaminix,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School, World Cinema: Indian"
3rd & Bird,7.4,2008,All Ages,"Animated: Children, Children: Pre-School, Children: Animated/Cartoon"
Nina & The Neurons,,2010,All Ages,"Children: Educational, Children: Pre-School"
Ozie Boo Save the Planet,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Nina & The Neurons,,2009,All Ages,"Children: Educational, Children: Pre-School"
Show Me Show Me: Special Christmas 2012,5.9,2012,All Ages,"Children: Pre-School, Children: Comedy"
Thomas & Friends,n/a,2011,NR,"Children: Animated/Cartoon, Children: Pre-School"
The Green Balloon Club,4.9,2010,All Ages,"Children: Pre-School, Children: Educational"
ChuChu TV Police,,2017,NR,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Ozie Boo,,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Nina & The Neurons,,2015,All Ages,"Children: Educational, Children: Pre-School"
Salty’s Waggy Tales,,2014,All Ages,Children: Pre-School
Mr. Bloom’s Nursery: Xmas 2012: Hoe! Hoe! Hoe!,7.5,2012,All Ages,"Children: Pre-School, Children: Educational"
Nina & The Neurons,,2011,All Ages,"Children: Educational, Children: Pre-School"
Thomas & Friends,n/a,2010,NR,"Children: Animated/Cartoon, Children: Pre-School"
ChuChu TV Cutians – Nursery Rhymes and Cartoon Shows,,2017,NR,"Animated: Children, Animated: Family, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Buzz & Tell,,2010,All Ages,"Children: Educational, Children: Pre-School"
Nina & The Neurons,6.9,2013,NR,"Children: Educational, Children: Pre-School"
ChuChu TV Funzone,,2017,NR,"Animated: Children, Children: Animated/Cartoon, Children: Educational, Children: Pre-School"
Show Me Show Me,5.9,2011,NR,"Children: Pre-School, Children: Educational"
Show Me Show Me,5.9,2013,NR,"Children: Pre-School, Children: Educational"
Mr. Bloom’s Nursery,7.5,2012,NR,Children: Educational
Razzledazzle,,2005,NR,Children: Pre-School
The Numtums,,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School"
Show Me Show Me,5.9,2013,NR,"Children: Pre-School, Children: Educational"
The Numtums (Preschool),,2012,NR,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, Children: Educational"
Mr. Bloom’s Nursery,7.5,2013,NR,Children: Educational
Thomas & Friends,n/a,2009,NR,"Children: Animated/Cartoon, Children: Pre-School"
Show Me Show Me,5.9,2015,NR,"Children: Pre-School, Children: Educational"
The Man in the High Castle – Season 2 [Ultra HD],8.1,2016,18+,"Drama: Thriller, Drama: Political, Drama: War, Drama: Mystery, Thriller: Sci-Fi/Fantasy, Thriller: Mystery, Thriller: Drama"
The Grand Tour Season 1 [Ultra HD],9,2017,16+,"Comedy: Sport, Sport: Motor Sport, Documentary: Travel/Places of Interest"
Mozart in the Jungle – Season 3 [Ultra HD],8.2,2016,18+,"Comedy, Drama"
Red Oaks – Season 2 [Ultra HD],7.9,2016,18+,Comedy
Sneaky Pete – Season 1 [Ultra HD],8.4,2017,18+,Drama: Crime
